Linxia Hui Autonomous Prefecture,62,临夏回族自治州,0,location中文名能搜到 英文名搜索不到,562798，559031，539808，162034，139975，92993，88855，88854，88697，88695，88693，88692，80580，79512，55816，450036，431060，431059，431058，431057，431056，431055，431054，431053，431052，431051，431050，431049，431048，431047，431046，431045，431044，431043，431042，431041，431040，428563，427255，426003，425572，425073，424854，424841，424680，424619，424567，424363，424022，424021，423188，422714，422167，421742，421525，421327，420506，420449，420448，420414，505684，488453,Linxia Hui Autonomous Prefecture 有 临夏回族自治州 没有的结果
Gannan Tibetan Autonomous Prefecture,62,甘南藏族自治州,0,location中文名能搜到 英文名搜索不到,562798，559031，539808，162034，139975，92993，88855，88854，88697，88695，88693，88692，80580，79512，55816，450036，431060，431059，431058，431057，431056，431055，431054，431053，431052，431051，431050，431049，431048，431047，431046，431045，431044，431043，431042，431041，431040，428563，427255，426003，425572，425073，424854，424841，424680，424619，424567，424363，424022，424021，423188，422714，422167，421742，421525，421327，420506，420449，420448，420414，505684，488453,Gannan Tibetan Autonomous Prefecture 有 甘南藏族自治州 没有的结果
Qingyang,1,庆阳市,0,location中文名能搜到 英文名搜索不到,159590,Qingyang 有 庆阳市 没有的结果
Ali Area,0,阿里地区,8,location英文名能搜到 中文名搜索不到,540638，538983，158463，433079，433078，429127，528531，528829,阿里地区 有 Ali Area 没有的结果
Linxia Hui Autonomous Prefecture,62,临夏回族自治州,0,location中文名能搜到 英文名搜索不到,562798，559031，539808，162034，139975，92993，88855，88854，88697，88695，88693，88692，80580，79512，55816，450036，431060，431059，431058，431057，431056，431055，431054，431053，431052，431051，431050，431049，431048，431047，431046，431045，431044，431043，431042，431041，431040，428563，427255，426003，425572，425073，424854，424841，424680，424619，424567，424363，424022，424021，423188，422714，422167，421742，421525，421327，420506，420449，420448，420414，505684，488453,Linxia Hui Autonomous Prefecture 有 临夏回族自治州 没有的结果
Gannan Tibetan Autonomous Prefecture,62,甘南藏族自治州,0,location中文名能搜到 英文名搜索不到,562798，559031，539808，162034，139975，92993，88855，88854，88697，88695，88693，88692，80580，79512，55816，450036，431060，431059，431058，431057，431056，431055，431054，431053，431052，431051，431050，431049，431048，431047，431046，431045，431044，431043，431042，431041，431040，428563，427255，426003，425572，425073，424854，424841，424680，424619，424567，424363，424022，424021，423188，422714，422167，421742，421525，421327，420506，420449，420448，420414，505684，488453,Gannan Tibetan Autonomous Prefecture 有 甘南藏族自治州 没有的结果
Qingyang,1,庆阳市,0,location中文名能搜到 英文名搜索不到,159590,Qingyang 有 庆阳市 没有的结果
Ali Area,0,阿里地区,8,location英文名能搜到 中文名搜索不到,540638，538983，158463，433079，433078，429127，528531，528829,阿里地区 有 Ali Area 没有的结果
Tacheng Area,0,塔城地区,37,location英文名能搜到 中文名搜索不到,160686，562720，559763，541834，162051，162024，117703，114609，111059，91630，70286，59544，433086，433085，433084，433083，433082，433081，164075，428498，427804，426962，426863，426201，425282，424861，424824，424727，423875，423182，422975，421930，421882，421610，421524，421176，420483,塔城地区 有 Tacheng Area 没有的结果
Aksu Area,0,阿克苏地区,37,location英文名能搜到 中文名搜索不到,160686，562720，559763，541834，162051，162024，117703，114609，111059，91630，70286，59544，433086，433085，433084，433083，433082，433081，164075，428498，427804，426962，426863，426201，425282，424861，424824，424727，423875，423182，422975，421930，421882，421610，421524，421176，420483,阿克苏地区 有 Aksu Area 没有的结果
Tiemen Guan,0,铁门关市,9,location英文名能搜到 中文名搜索不到,550507，529631，160809，459510，456327，456043，455866，455773，455767,铁门关市 有 Tiemen Guan 没有的结果
Yili Kazakh Autonomous Prefecture,37,伊犁哈萨克自治州,0,location中文名能搜到 英文名搜索不到,160686，562720，559763，541834，162051，162024，117703，114609，111059，91630，70286，59544，433086，433085，433084，433083，433082，433081，164075，428498，427804，426962，426863，426201，425282，424861，424824，424727，423875，423182，422975，421930，421882，421610，421524，421176，420483,Yili Kazakh Autonomous Prefecture 有 伊犁哈萨克自治州 没有的结果
Changji Hui Autonomous Prefecture,37,昌吉回族自治州,0,location中文名能搜到 英文名搜索不到,160686，562720，559763，541834，162051，162024，117703，114609，111059，91630，70286，59544，433086，433085，433084，433083，433082，433081，164075，428498，427804，426962，426863，426201，425282，424861，424824，424727，423875，423182，422975，421930，421882，421610，421524，421176，420483,Changji Hui Autonomous Prefecture 有 昌吉回族自治州 没有的结果
Buyi And Miao Autonomous Prefecture In Southwest Guizhou,110,黔西南布依族苗族自治州,0,location中文名能搜到 英文名搜索不到,562693，549661，537540，528640，162357，148157，94713，32684，24279，5150，3248，464577，456037，455988，455819，455707，431547，431546，431545，431544，431543，431542，431541，431540，431539，431538，431537，431536，431535，431534，431533，431532，431531，431530，431529，431528，431527，431526，431525，431524，429821，160190，428522，428342，428341，427856，427850，427839，427528，426305，426090，425650，425162，424871，424384，424350，424343，424306，424295，423977，423775，423321，423316，423315，423312，423311，423310，423308，423307，423306，423305，423303，423302，423301，423300，423299，423298，423297，423295，423294，423293，423292，423291，423289，423288，423287，423286，423285，423284，423283，423282，423281，423138，423096，422486，422450，422416，422341，421808，421730，421391，421367，421105，420897，420783，420766，420665，420509，420380，420197,Buyi And Miao Autonomous Prefecture In Southwest Guizhou 有 黔西南布依族苗族自治州 没有的结果
Qiandongnan Miao And Dong Autonomous Prefecture,110,黔东南苗族侗族自治州,0,location中文名能搜到 英文名搜索不到,562693，549661，537540，528640，162357，148157，94713，32684，24279，5150，3248，464577，456037，455988，455819，455707，431547，431546，431545，431544，431543，431542，431541，431540，431539，431538，431537，431536，431535，431534，431533，431532，431531，431530，431529，431528，431527，431526，431525，431524，429821，160190，428522，428342，428341，427856，427850，427839，427528，426305，426090，425650，425162，424871，424384，424350，424343，424306，424295，423977，423775，423321，423316，423315，423312，423311，423310，423308，423307，423306，423305，423303，423302，423301，423300，423299，423298，423297，423295，423294，423293，423292，423291，423289，423288，423287，423286，423285，423284，423283，423282，423281，423138，423096，422486，422450，422416，422341，421808，421730，421391，421367，421105，420897，420783，420766，420665，420509，420380，420197,Qiandongnan Miao And Dong Autonomous Prefecture 有 黔东南苗族侗族自治州 没有的结果
Chengdu,252,成都市,249,location中文名能搜到 英文名搜索不到,94535，79179，159590,Chengdu 有 成都市 没有的结果
Aba Tibetan And Qiang Autonomous Prefecture,600,阿坝藏族羌族自治州,0,location中文名能搜到 英文名搜索不到,562082，561612，561243，559662，559058，550166，549695，549386，545109，545099，545052，545014，544750，544749，544748，544382，544179，543804，543232，543228，542929，542926，542920，542139，542138，542137，542134，542133，542132，542131，542121，542120，542118，542117，542115，542112，542109，542108，542107，542106，542025，542019，542018，542016，542015，542014，542013，542009，542008，542003，542001，541999，541998，541995，541983，541981，541978，541977，541961，541186，540523，540289，537446，537162，530469，529739，529519，529133，311809，162333，158767，158490，148204，148197，147945，139813，139451，123720，123714，123689，118619，118402，117721，115243，115194，114611，114496，114230，113917，109911，94805，94571，94558，94554，94456，93588，93567，93198，92886，92876，92655，92639，92554，91784，91746，91745，80579，79984，79929，79922，79920，79836，79120，72100，71105，71103，70493，70436，70434，69128，69094，67070，65971，65913，65768，64277，64276，61405，61339，56970，56686，47435，35560，32584，29585，25276，21458，10245，8862，7811，7602，7390，7353，7263，6655，4829，3012，389，460209，460182，460000，459991，459978，459958，459951，459929，459915，459870，459844，459733，459710，459596，459526，459354，459345，459342，459338，459269，459233，459232，459199，459198，459194，459175，459166，459163，459157，456504，456227，456135，455649，455117，455114，450206，450205，450204，450203，449823，449822，449821，449820，433013，433012，433011，433010，433009，433008，433007，433006，433005，433004，433003，433002，433001，433000，432999，432998，432997，432996，432995，432994，432993，432992，432991，432990，432989，432988，432987，432986，432985，432984，432983，432982，432981，432980，432979，432978，432977，432976，432975，432974，432973，432972，432971，432970，432969，432968，432967，432966，432965，432964，432963，432962，432961，432960，432959，432958，432957，432956，432955，432954，432953，432952，432951，432950，432949，432948，432947，432946，432945，432944，432943，432942，432941，432940，432939，432938，432937，432936，432935，432934，432933，432932，432931，432930，432929，432928，432927，432926，432925，432924，432923，432922，432921，432920，432919，432918，432917，432916，432915，432914，432913，432912，432911，432910，432909，432908，432907，432906，432905，432904，432903，430948，430947，430921，430074，430073，430016，429987，429870，429845，429835，429834，429806，429770，429745，429722，429681，429647，429620，429548，429541，429523，429520，429511，429509，429488，429474，429291，147404，147365，147360，147051，147025，141967，140312，140311，160336，159628，159348，159153，429269，429189，429160，429090，428968，428959，428954，428946，428897，428885，428844，428827，428534，428496，428297，428293，428289，428280，428079，427958，427912，427911，427910，427882，427876，427857，427848，427774，427717，427710，427480，427425，427322，427321，427317，427053，427045，426983，426974，426944，426920，426727，426682，426592，426579，426476，426447，426415，426336，426331，426110，426014，425984，425983，425982，425981，425980，425979，425978，425977，425976，425975，425974，425973，425972，425971，425970，425968，425967，425966，425965，425964，425962，425961，425960，425959，425958，425957，425956，425953，425951，425944，425943，425942，425941，425940，425939，425938，425937，425936，425935，425934，425933，425932，425931，425929，425928，425927，425926，425925，425924，425923，425922，425921，425920，425919，425918，425917，425916，425915，425914，425913，425912，425911，425910，425909，425908，425907，425906，425905，425904，425903，425902，425901，425900，425899，425898，425897，425896，425895，425894，425892，425891，425890，425889，425888，425887，425886，425885，425884，425883，425882，425881，425880，425879，425878，425877，425876，425875，425874，425873，425872，425871，425870，425869，425867，425866，425865，425864，425863，425862，425861，425860，425859，425857，425856，425855，425854，425853，425851，425850，425849，425847，425846，425845，425844，425843，425842，425841，425840，425839，425838，425837，425836，425835，425787，425765，425764，425742，425702，425668，425643，425569，425562，425536，425459，425415，425411，425390，425330，425326，425324，425303，425281，425273，425243，425210，425189，425178，425078，425070，425069，425067，425026，424947，424923，424899，424893，424876，424838，424821，424809，424729，424710，424687，424635，424620，424613，424553，424534，424517，424505，424466，424456，424449，424390，424373，424257，424256，424255，424254，424244，424243，424223，424220，424201，424192，424145，424095，424045，424041，424004，423970，423869，423850，423830，423807，423792，423689,Aba Tibetan And Qiang Autonomous Prefecture 有 阿坝藏族羌族自治州 没有的结果
Ganzi Tibetan Autonomous Prefecture,600,甘孜藏族自治州,0,location中文名能搜到 英文名搜索不到,562082，561612，561243，559662，559058，550166，549695，549386，545109，545099，545052，545014，544750，544749，544748，544382，544179，543804，543232，543228，542929，542926，542920，542139，542138，542137，542134，542133，542132，542131，542121，542120，542118，542117，542115，542112，542109，542108，542107，542106，542025，542019，542018，542016，542015，542014，542013，542009，542008，542003，542001，541999，541998，541995，541983，541981，541978，541977，541961，541186，540523，540289，537446，537162，530469，529739，529519，529133，311809，162333，158767，158490，148204，148197，147945，139813，139451，123720，123714，123689，118619，118402，117721，115243，115194，114611，114496，114230，113917，109911，94805，94571，94558，94554，94456，93588，93567，93198，92886，92876，92655，92639，92554，91784，91746，91745，80579，79984，79929，79922，79920，79836，79120，72100，71105，71103，70493，70436，70434，69128，69094，67070，65971，65913，65768，64277，64276，61405，61339，56970，56686，47435，35560，32584，29585，25276，21458，10245，8862，7811，7602，7390，7353，7263，6655，4829，3012，389，460209，460182，460000，459991，459978，459958，459951，459929，459915，459870，459844，459733，459710，459596，459526，459354，459345，459342，459338，459269，459233，459232，459199，459198，459194，459175，459166，459163，459157，456504，456227，456135，455649，455117，455114，450206，450205，450204，450203，449823，449822，449821，449820，433013，433012，433011，433010，433009，433008，433007，433006，433005，433004，433003，433002，433001，433000，432999，432998，432997，432996，432995，432994，432993，432992，432991，432990，432989，432988，432987，432986，432985，432984，432983，432982，432981，432980，432979，432978，432977，432976，432975，432974，432973，432972，432971，432970，432969，432968，432967，432966，432965，432964，432963，432962，432961，432960，432959，432958，432957，432956，432955，432954，432953，432952，432951，432950，432949，432948，432947，432946，432945，432944，432943，432942，432941，432940，432939，432938，432937，432936，432935，432934，432933，432932，432931，432930，432929，432928，432927，432926，432925，432924，432923，432922，432921，432920，432919，432918，432917，432916，432915，432914，432913，432912，432911，432910，432909，432908，432907，432906，432905，432904，432903，430948，430947，430921，430074，430073，430016，429987，429870，429845，429835，429834，429806，429770，429745，429722，429681，429647，429620，429548，429541，429523，429520，429511，429509，429488，429474，429291，147404，147365，147360，147051，147025，141967，140312，140311，160336，159628，159348，159153，429269，429189，429160，429090，428968，428959，428954，428946，428897，428885，428844，428827，428534，428496，428297，428293，428289，428280，428079，427958，427912，427911，427910，427882，427876，427857，427848，427774，427717，427710，427480，427425，427322，427321，427317，427053，427045，426983，426974，426944，426920，426727，426682，426592，426579，426476，426447，426415，426336，426331，426110，426014，425984，425983，425982，425981，425980，425979，425978，425977，425976，425975，425974，425973，425972，425971，425970，425968，425967，425966，425965，425964，425962，425961，425960，425959，425958，425957，425956，425953，425951，425944，425943，425942，425941，425940，425939，425938，425937，425936，425935，425934，425933，425932，425931，425929，425928，425927，425926，425925，425924，425923，425922，425921，425920，425919，425918，425917，425916，425915，425914，425913，425912，425911，425910，425909，425908，425907，425906，425905，425904，425903，425902，425901，425900，425899，425898，425897，425896，425895，425894，425892，425891，425890，425889，425888，425887，425886，425885，425884，425883，425882，425881，425880，425879，425878，425877，425876，425875，425874，425873，425872，425871，425870，425869，425867，425866，425865，425864，425863，425862，425861，425860，425859，425857，425856，425855，425854，425853，425851，425850，425849，425847，425846，425845，425844，425843，425842，425841，425840，425839，425838，425837，425836，425835，425787，425765，425764，425742，425702，425668，425643，425569，425562，425536，425459，425415，425411，425390，425330，425326，425324，425303，425281，425273，425243，425210，425189，425178，425078，425070，425069，425067，425026，424947，424923，424899，424893，424876，424838，424821，424809，424729，424710，424687，424635，424620，424613，424553，424534，424517，424505，424466，424456，424449，424390，424373，424257，424256，424255，424254，424244，424243，424223，424220，424201，424192，424145，424095，424045，424041，424004，423970，423869，423850，423830，423807，423792，423689,Ganzi Tibetan Autonomous Prefecture 有 甘孜藏族自治州 没有的结果
Liangshan Yi Autonomous Prefecture,600,凉山彝族自治州,0,location中文名能搜到 英文名搜索不到,562082，561612，561243，559662，559058，550166，549695，549386，545109，545099，545052，545014，544750，544749，544748，544382，544179，543804，543232，543228，542929，542926，542920，542139，542138，542137，542134，542133，542132，542131，542121，542120，542118，542117，542115，542112，542109，542108，542107，542106，542025，542019，542018，542016，542015，542014，542013，542009，542008，542003，542001，541999，541998，541995，541983，541981，541978，541977，541961，541186，540523，540289，537446，537162，530469，529739，529519，529133，311809，162333，158767，158490，148204，148197，147945，139813，139451，123720，123714，123689，118619，118402，117721，115243，115194，114611，114496，114230，113917，109911，94805，94571，94558，94554，94456，93588，93567，93198，92886，92876，92655，92639，92554，91784，91746，91745，80579，79984，79929，79922，79920，79836，79120，72100，71105，71103，70493，70436，70434，69128，69094，67070，65971，65913，65768，64277，64276，61405，61339，56970，56686，47435，35560，32584，29585，25276，21458，10245，8862，7811，7602，7390，7353，7263，6655，4829，3012，389，460209，460182，460000，459991，459978，459958，459951，459929，459915，459870，459844，459733，459710，459596，459526，459354，459345，459342，459338，459269，459233，459232，459199，459198，459194，459175，459166，459163，459157，456504，456227，456135，455649，455117，455114，450206，450205，450204，450203，449823，449822，449821，449820，433013，433012，433011，433010，433009，433008，433007，433006，433005，433004，433003，433002，433001，433000，432999，432998，432997，432996，432995，432994，432993，432992，432991，432990，432989，432988，432987，432986，432985，432984，432983，432982，432981，432980，432979，432978，432977，432976，432975，432974，432973，432972，432971，432970，432969，432968，432967，432966，432965，432964，432963，432962，432961，432960，432959，432958，432957，432956，432955，432954，432953，432952，432951，432950，432949，432948，432947，432946，432945，432944，432943，432942，432941，432940，432939，432938，432937，432936，432935，432934，432933，432932，432931，432930，432929，432928，432927，432926，432925，432924，432923，432922，432921，432920，432919，432918，432917，432916，432915，432914，432913，432912，432911，432910，432909，432908，432907，432906，432905，432904，432903，430948，430947，430921，430074，430073，430016，429987，429870，429845，429835，429834，429806，429770，429745，429722，429681，429647，429620，429548，429541，429523，429520，429511，429509，429488，429474，429291，147404，147365，147360，147051，147025，141967，140312，140311，160336，159628，159348，159153，429269，429189，429160，429090，428968，428959，428954，428946，428897，428885，428844，428827，428534，428496，428297，428293，428289，428280，428079，427958，427912，427911，427910，427882，427876，427857，427848，427774，427717，427710，427480，427425，427322，427321，427317，427053，427045，426983，426974，426944，426920，426727，426682，426592，426579，426476，426447，426415，426336，426331，426110，426014，425984，425983，425982，425981，425980，425979，425978，425977，425976，425975，425974，425973，425972，425971，425970，425968，425967，425966，425965，425964，425962，425961，425960，425959，425958，425957，425956，425953，425951，425944，425943，425942，425941，425940，425939，425938，425937，425936，425935，425934，425933，425932，425931，425929，425928，425927，425926，425925，425924，425923，425922，425921，425920，425919，425918，425917，425916，425915，425914，425913，425912，425911，425910，425909，425908，425907，425906，425905，425904，425903，425902，425901，425900，425899，425898，425897，425896，425895，425894，425892，425891，425890，425889，425888，425887，425886，425885，425884，425883，425882，425881，425880，425879，425878，425877，425876，425875，425874，425873，425872，425871，425870，425869，425867，425866，425865，425864，425863，425862，425861，425860，425859，425857，425856，425855，425854，425853，425851，425850，425849，425847，425846，425845，425844，425843，425842，425841，425840，425839，425838，425837，425836，425835，425787，425765，425764，425742，425702，425668，425643，425569，425562，425536，425459，425415，425411，425390，425330，425326，425324，425303，425281，425273，425243，425210，425189，425178，425078，425070，425069，425067，425026，424947，424923，424899，424893，424876，424838，424821，424809，424729，424710，424687，424635，424620，424613，424553，424534，424517，424505，424466，424456，424449，424390，424373，424257，424256，424255，424254，424244，424243，424223，424220，424201，424192，424145，424095，424045，424041，424004，423970，423869，423850，423830，423807，423792，423689,Liangshan Yi Autonomous Prefecture 有 凉山彝族自治州 没有的结果
Jianning,17,株洲市,5,location中文名能搜到 英文名搜索不到,481343，481342，481341，481339，481338，481298，481297，481275，481251，481250，503369，503368，503366，503365，503364，503338，503309,Jianning 有 株洲市 没有的结果
Jianning,17,株洲市,5,location英文名能搜到 中文名搜索不到,459308，456245，456244，55868，160554,株洲市 有 Jianning 没有的结果
Xiangxi Tujia And Miao Autonomous Prefecture,261,湘西土家族苗族自治州,0,location中文名能搜到 英文名搜索不到,562506，561633，561632，561630，561629，561574，561244，544267，543945，543799，543782，542540，541846，541314，541198，537175，537174，529950，529753，162856，162358，161920，161824，161714，160938，158481，139480，139447，127327，113820，111052，110173，94451，80041，79988，79446，78534，70462，70371，70030，66095，55868，32703，4026，464615，464059，460118，459690，459611，459579，459308，459156，459145，456326，456325，456324，456304，456289，456288，456287，456279，456275，456245，456244，456240，456010，456005，455990，455855，455740，450185，450184，449761，431884，431883，431882，431881，431880，431879，431878，431877，431876，431875，431874，431873，431872，431871，431870，431869，431868，431867，431866，431865，431864，431863，431862，431861，431860，431859，431858，431857，431856，431855，431854，431853，431852，431851，431850，431849，431848，431847，431846，431845，431844，431843，431842，431841，431840，431839，430972，429989，429985，429931，429885，429879，429701，429609，164091，147610，147481，160554，160327，160243，160189，428891，428713，428679，428501，428437，428257，427926，427884，427883，427835，427684，427470，426991，426667，426112，426079，426062，425954，425952，425706，425619，425514，425455，425414，425318，425278，425242，424895，424765，424712，424703，424656，424601，424439，424425，424251，424176，424156，424122，423928，423918，423716，423567，423275，423265，423132，423048，422866，422839，422683，422437，422322，422306，422267，422266，422265，422264，422263，422262，422261，422260，422259，422257，422256，422255，422254，422253，422252，422251，422250，422249，422248，422247，422246，422245，422244，422242，422241，422240，422239，422238，422237，422236，422235，422233，422232，422231，422230，422229，422227，422226，422067，422043，421948，421903，421896，421847，421735，421334，421198，421168，421128，420581，420569，420487，420474，420445，420387，420386，420382，420365，420259，420233，528381，489208，488387，488299，488282，483910，489300，488842，488419，488234，523625，523610，523215，522722,Xiangxi Tujia And Miao Autonomous Prefecture 有 湘西土家族苗族自治州 没有的结果
Zhoukou,1,周口市,0,location中文名能搜到 英文名搜索不到,118666,Zhoukou 有 周口市 没有的结果
Dehong Dai And Jingpo Autonomous Prefecture,104,德宏傣族景颇族自治州,0,location中文名能搜到 英文名搜索不到,550123，537700，529880，375094，162036，160692，123721，123383，118577，93158，92571，29326，459331，459134，456105，456104，455823，450208，450207，450037，433109，433108，433107，433106，433105，433104，433103，433102，433101，433100，433099，433098，433097，433096，433095，433094，433093，433092，433091，433090，433089，433088，433087，429287，160550，159086，428283，427801，426950，426927，426220，426102，426076，425792，425617，425616，425159，424965，424935，424924，424725，424652，424651，424491，424421，424413，424399，424386，424284，424282，424278，424277，423955，423927，423802，423043，422692，422351，421800，421755，421365，421226，421091，421031，420723，420646，420540，420390，420245，420214，509110，489358，489309，489268，489261，488892，488569，488473，488456，515998，515761，523723，528667，528668,Dehong Dai And Jingpo Autonomous Prefecture 有 德宏傣族景颇族自治州 没有的结果
Wenshan Zhuang And Miao Autonomous Prefecture,104,文山壮族苗族自治州,0,location中文名能搜到 英文名搜索不到,550123，537700，529880，375094，162036，160692，123721，123383，118577，93158，92571，29326，459331，459134，456105，456104，455823，450208，450207，450037，433109，433108，433107，433106，433105，433104，433103，433102，433101，433100，433099，433098，433097，433096，433095，433094，433093，433092，433091，433090，433089，433088，433087，429287，160550，159086，428283，427801，426950，426927，426220，426102，426076，425792，425617，425616，425159，424965，424935，424924，424725，424652，424651，424491，424421，424413，424399，424386，424284，424282，424278，424277，423955，423927，423802，423043，422692，422351，421800，421755，421365，421226，421091，421031，420723，420646，420540，420390，420245，420214，509110，489358，489309，489268，489261，488892，488569，488473，488456，515998，515761，523723，528667，528668,Wenshan Zhuang And Miao Autonomous Prefecture 有 文山壮族苗族自治州 没有的结果
Nujiang Yi Autonomous Prefecture,104,怒江傈僳族自治州,0,location中文名能搜到 英文名搜索不到,550123，537700，529880，375094，162036，160692，123721，123383，118577，93158，92571，29326，459331，459134，456105，456104，455823，450208，450207，450037，433109，433108，433107，433106，433105，433104，433103，433102，433101，433100，433099，433098，433097，433096，433095，433094，433093，433092，433091，433090，433089，433088，433087，429287，160550，159086，428283，427801，426950，426927，426220，426102，426076，425792，425617，425616，425159，424965，424935，424924，424725，424652，424651，424491，424421，424413，424399，424386，424284，424282，424278，424277，423955，423927，423802，423043，422692，422351，421800，421755，421365，421226，421091，421031，420723，420646，420540，420390，420245，420214，509110，489358，489309，489268，489261，488892，488569，488473，488456，515998，515761，523723，528667，528668,Nujiang Yi Autonomous Prefecture 有 怒江傈僳族自治州 没有的结果
Xishuangbanna Dai Autonomous Prefecture,104,西双版纳傣族自治州,0,location中文名能搜到 英文名搜索不到,550123，537700，529880，375094，162036，160692，123721，123383，118577，93158，92571，29326，459331，459134，456105，456104，455823，450208，450207，450037，433109，433108，433107，433106，433105，433104，433103，433102，433101，433100，433099，433098，433097，433096，433095，433094，433093，433092，433091，433090，433089，433088，433087，429287，160550，159086，428283，427801，426950，426927，426220，426102，426076，425792，425617，425616，425159，424965，424935，424924，424725，424652，424651，424491，424421，424413，424399，424386，424284，424282，424278，424277，423955，423927，423802，423043，422692，422351，421800，421755，421365，421226，421091，421031，420723，420646，420540，420390，420245，420214，509110，489358，489309，489268，489261，488892，488569，488473，488456，515998，515761，523723，528667，528668,Xishuangbanna Dai Autonomous Prefecture 有 西双版纳傣族自治州 没有的结果
Baoshan,2,保山市,0,location中文名能搜到 英文名搜索不到,63716，147574,Baoshan 有 保山市 没有的结果
Chuxiong Yi Autonomous Prefecture,104,楚雄彝族自治州,0,location中文名能搜到 英文名搜索不到,550123，537700，529880，375094，162036，160692，123721，123383，118577，93158，92571，29326，459331，459134，456105，456104，455823，450208，450207，450037，433109，433108，433107，433106，433105，433104，433103，433102，433101，433100，433099，433098，433097，433096，433095，433094，433093，433092，433091，433090，433089，433088，433087，429287，160550，159086，428283，427801，426950，426927，426220，426102，426076，425792，425617，425616，425159，424965，424935，424924，424725，424652，424651，424491，424421，424413，424399，424386，424284，424282，424278，424277，423955，423927，423802，423043，422692，422351，421800，421755，421365，421226，421091，421031，420723，420646，420540，420390，420245，420214，509110，489358，489309，489268，489261，488892，488569，488473，488456，515998，515761，523723，528667，528668,Chuxiong Yi Autonomous Prefecture 有 楚雄彝族自治州 没有的结果
