companyClientLevelType,Communauto,POTENTIAL_CLIENT,
companyAddresses_primary,艺星医疗美容整形,"{'address': '上海市长宁区虹桥路1165号(伊犁路)', 'address2': None, 'geoInfoEN': {'cityId': 1815408, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '3 Ravendale', 'address2': None, 'geoInfoEN': {'cityId': 5359777, 'city': 'Irvine', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Overland,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1815408, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '1 Front St Ste 2800', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,美篇（蓝鲸人）,"{'address': '北京海淀区量子芯座', 'address2': None, 'geoInfoEN': {'cityId': 1809104, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海赛比曼生物科技有限公司,"{'address': '上海浦东新区张江法拉第路86号', 'address2': None, 'geoInfoEN': {'cityId': 1798439, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州市吴中区越溪吴中大道2zg8号16幢E3', 'address2': None, 'geoInfoEN': {'cityId': 1793743, 'city': 'Suzhou', 'province': 'Anhui', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,CBIM 中设数字,"{'address': '石景山区古城南街9号院绿地环球文化金融城1号楼3层', 'address2': None, 'geoInfoEN': {'cityId': 2038319, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1886760, 'city': 'Suzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Sequoia Capital China 红杉资本中国基金,"{'address': '朝阳区 建国路 77 号 华贸中心 3 号写字楼 3606', 'address2': None, 'geoInfoEN': {'cityId': 2035469, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1886760, 'city': 'Suzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Pudu Robotics - North America/Sorth America,"{'address': '香港九龙尖沙咀广东道17号海港城环球金融中心南座13A楼06室', 'address2': None, 'geoInfoEN': {'cityId': 1818544, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1886760, 'city': 'Suzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海随时随地科技有限公司,"{'address': '上海市静安区南京西路591弄128号', 'address2': None, 'geoInfoEN': {'cityId': 1794035, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '越洋广场', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,优锐医药,"{'address': 'http://www.nuancepharma.com/', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '越洋广场', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,WeDoctor微医,"{'address': 'Hangzhou', 'address2': None, 'geoInfoEN': {'cityId': 1796163, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Kong,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海复星医药（集团）股份有限公司,"{'address': '上海市宜山路1289号（复星科技园A楼）', 'address2': None, 'geoInfoEN': {'cityId': 1798439, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,数势科技,"{'address': '中国上海', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '广州市黄埔区', 'address2': None, 'geoInfoEN': {'cityId': 1809858, 'city': 'Guangzhou', 'province': 'Guangdong', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,丹麦盛宝银行,"{'address': '国金', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '20 Science Park Rd', 'address2': None, 'geoInfoEN': {'cityId': 4366379, 'city': 'Queenstown', 'province': 'Maryland', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Insilico Medicine,"{'address': '上海市张江长泰广场', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '20 Science Park Rd', 'address2': None, 'geoInfoEN': {'cityId': 4366379, 'city': 'Queenstown', 'province': 'Maryland', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,珠海泰诺麦博技术有限公司,"{'address': '王府井东方广场', 'address2': None, 'geoInfoEN': {'cityId': 2035469, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'San Francisco', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,齐柏林（上海）网络科技有限公司,"{'address': '齐柏林（上海）网络科技有限公司', 'address2': None, 'geoInfoEN': {'cityId': 1808090, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'San Francisco', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Worldpanel,"{'address': '九江路333号', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,边锋科技 BIANFENG,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '越洋广场', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,卡游,"{'address': '闵行区金雨路55号C118号', 'address2': None, 'geoInfoEN': {'cityId': 1794035, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'TBD', 'address2': None, 'geoInfoEN': {'cityId': 3549470, 'city': 'Los Angeles', 'province': 'Mayabeque', 'country': 'Cuba'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,年衍药业（上海）有限公司,"{'address': '上海市浦东新区平家桥路100弄6号7幢5层', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '1304 S 51st St', 'address2': None, 'geoInfoEN': {'cityId': 5387428, 'city': 'Richmond', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,北京奇点无限数据科技有限公司,"{'address': '北京市朝阳区望京国际商业中心 F 座 B 区 wework 4 层', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '1304 S 51st St', 'address2': None, 'geoInfoEN': {'cityId': 5387428, 'city': 'Richmond', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,拾象投资,"{'address': '北京', 'address2': None, 'geoInfoEN': {'cityId': 1807544, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '405 E 4th Ave', 'address2': None, 'geoInfoEN': {'cityId': 5392423, 'city': 'San Mateo', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,杭州山竹乐享科技有限公司（BE IN）,"{'address': '北京市朝阳区望京东园四区13号楼浦项中心A座23层', 'address2': None, 'geoInfoEN': {'cityId': 1792520, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '广东省深圳市南山区高新南四道18号创维半导体设计大厦西座14层', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海欣兆阳信息科技有限公司（convertlab）,"{'address': '上海市徐汇区乐山路33号慧谷科技园605室', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '23661 Birtcher Dr.', 'address2': None, 'geoInfoEN': {'cityId': 5364514, 'city': 'Lake Forest', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Havas,"{'address': '淮海中路', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '850 N Shoreline Blvd', 'address2': None, 'geoInfoEN': {'cityId': 4543228, 'city': 'Mountain View', 'province': 'Oklahoma', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,思路迪,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1787957, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '850 N Shoreline Blvd', 'address2': None, 'geoInfoEN': {'cityId': 4543228, 'city': 'Mountain View', 'province': 'Oklahoma', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,智明星通,"{'address': '北京海淀区知春路7号致真大厦C座5-6层', 'address2': None, 'geoInfoEN': {'cityId': 1809104, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'shanghai', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,商越科技,"{'address': 'shanghai', 'address2': None, 'geoInfoEN': {'cityId': 1794035, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '越洋广场', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,高德美,"{'address': '上海黄浦区', 'address2': None, 'geoInfoEN': {'cityId': 1796231, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'beijing', 'address2': None, 'geoInfoEN': {'cityId': 1816670, 'city': 'Beijing', 'province': 'Beijing', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,衔远科技,"{'address': '北京', 'address2': None, 'geoInfoEN': {'cityId': 8541236, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'Bay area', 'address2': None, 'geoInfoEN': {'cityId': 3450357, 'city': 'Santa Clara do Sul', 'province': 'Rio Grande do Sul', 'country': 'Brazil'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Datastax,"{'address': '中国上海', 'address2': None, 'geoInfoEN': {'cityId': 1814915, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '505 Brannan St.', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Seel,"{'address': 'Shanghai Nanjing West Road', 'address2': None, 'geoInfoEN': {'cityId': 1797798, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'Toranomon Hills Mori Tower', 'address2': None, 'geoInfoEN': {'cityId': 1857105, 'city': 'Minato', 'province': 'Chiba', 'country': 'Japan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Shopee EU,"{'address': 'Singapore', 'address2': None, 'geoInfoEN': {'cityId': 1880159, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳龙岗区坂田街道天安云谷一期2栋2楼AI创新中心', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Novartis,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1798524, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '4320 Stevens Creek Blvd, Suite 268', 'address2': None, 'geoInfoEN': {'cityId': 1689395, 'city': 'San Jose del Monte', 'province': 'Central Luzon', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,普米斯,"{'address': '珠海', 'address2': None, 'geoInfoEN': {'cityId': 1816784, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '杭州城西', 'address2': None, 'geoInfoEN': {'cityId': 1785018, 'city': 'Zhangzhou', 'province': 'Fujian', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,学而思,"{'address': '北京海淀区', 'address2': None, 'geoInfoEN': {'cityId': 8541236, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '40748 Encycopedia Circle, Fremont, CA,  94538', 'address2': None, 'geoInfoEN': {'cityId': 4920512, 'city': 'Fremont', 'province': 'Indiana', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,头条,"{'address': '北京市海淀区紫金数码园4号楼2层', 'address2': None, 'geoInfoEN': {'cityId': 2033458, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳南山区腾讯滨海大厦', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Blitz,"{'address': '招商局广场，在南京新路站', 'address2': None, 'geoInfoEN': {'cityId': 8307452, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳南山区腾讯滨海大厦', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,ByBit,"{'address': 'FT14 20/F BLK A LAI YING HSE LAI YAN CRT 278 LAI KING HILL RD KWAI CHUNG, HONG KONG', 'address2': None, 'geoInfoEN': {'cityId': 1819595, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '345 Park Ave', 'address2': None, 'geoInfoEN': {'cityId': 5392171, 'city': 'San Jose', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,山鹰国际控股股份公司,"{'address': '上海市杨浦区安浦路 645 号滨江 6 号楼', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '北京望京利泽中园101号B座二层B202室', 'address2': None, 'geoInfoEN': {'cityId': 1816670, 'city': 'Beijing', 'province': 'Beijing', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,烨辉医药 Bionova Pharma,"{'address': '上海浦东新区金科路2889弄  长泰广场B座9楼901室', 'address2': None, 'geoInfoEN': {'cityId': 1798524, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '北京望京利泽中园101号B座二层B202室', 'address2': None, 'geoInfoEN': {'cityId': 1816670, 'city': 'Beijing', 'province': 'Beijing', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,葆元医药,"{'address': 'Suite 6403, No.6 Building, RUIJIN Hotel 118 Ruijin Second Road, Huangpu District, Shanghai,', 'address2': None, 'geoInfoEN': {'cityId': 1796231, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '北京市西城区西直门外大街18号楼16层1单元1921', 'address2': None, 'geoInfoEN': {'cityId': 1816670, 'city': 'Beijing', 'province': 'Beijing', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Nodereal,"{'address': '上海市南京西路', 'address2': None, 'geoInfoEN': {'cityId': 1787957, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '东莞北京上海成都武汉广州南京', 'address2': None, 'geoInfoEN': {'cityId': 1816670, 'city': 'Beijing', 'province': 'Beijing', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,北京吉小满科技有限公司,"{'address': '杭州市余杭区贝达梦工厂 D座502', 'address2': None, 'geoInfoEN': {'cityId': 2038349, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '东莞北京上海成都武汉广州南京', 'address2': None, 'geoInfoEN': {'cityId': 1816670, 'city': 'Beijing', 'province': 'Beijing', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,赛默罗,"{'address': '上海市浦东新区半夏路100弄26号', 'address2': None, 'geoInfoEN': {'cityId': 2038154, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '杭州市西湖区天目山路238号华鸿大厦1号楼四层402-2室', 'address2': None, 'geoInfoEN': {'cityId': 1808926, 'city': 'Hangzhou', 'province': 'Zhejiang', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,翰森制药,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1798524, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '2290 N 1st St STE 100', 'address2': None, 'geoInfoEN': {'cityId': 5392171, 'city': 'San Jose', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,明济生物,"{'address': 'http://www.futuregen.com.cn/', 'address2': None, 'geoInfoEN': {'cityId': 1808090, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '2290 N 1st St STE 100', 'address2': None, 'geoInfoEN': {'cityId': 5392171, 'city': 'San Jose', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,创胜集团,"{'address': 'shanghai', 'address2': None, 'geoInfoEN': {'cityId': 1798439, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'suzhou', 'address2': None, 'geoInfoEN': {'cityId': 1886760, 'city': 'Suzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,迪哲医药,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1808090, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '548 Market Street # 72800', 'address2': None, 'geoInfoEN': {'cityId': 5391959, 'city': 'San Francisco', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,深圳市赞达贸易有限公司lazada,"{'address': '深圳南山区阿里中心T2', 'address2': None, 'geoInfoEN': {'cityId': 1809104, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'Shenzen', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Wholesail,"{'address': '北京/ 上海', 'address2': None, 'geoInfoEN': {'cityId': 1809104, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'Orion Gate, Guildford Road, Woking, Surrey, England, GU22 7NJ', 'address2': None, 'geoInfoEN': {'cityId': 3333165, 'city': '', 'province': 'England', 'country': 'United Kingdom'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Gaussian Robotics,"{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1808090, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳市宝安区福永意库12栋', 'address2': None, 'geoInfoEN': {'cityId': 1795565, 'city': 'Shenzhen', 'province': 'Guangdong', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,蓝湖,"{'address': '北京市', 'address2': None, 'geoInfoEN': {'cityId': 2038154, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '上海广中西路699号大宁商务中心', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Zuler,"{'address': '武汉市硚口区资本大厦', 'address2': None, 'geoInfoEN': {'cityId': 1814905, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '6080 Center Dr， Suite 710，', 'address2': None, 'geoInfoEN': {'cityId': 5368361, 'city': 'Los Angeles', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,恩凯细胞,"{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1808090, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳', 'address2': None, 'geoInfoEN': {'cityId': 1795565, 'city': 'Shenzhen', 'province': 'Guangdong', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,脉砥微电子,"{'address': '上海浦东新区金科路2889弄  长泰广场B座9楼901室', 'address2': None, 'geoInfoEN': {'cityId': 1798524, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '广州', 'address2': None, 'geoInfoEN': {'cityId': 1809858, 'city': 'Guangzhou', 'province': 'Guangdong', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,富数科技,"{'address': '488 De Guigne Dr.', 'address2': None, 'geoInfoEN': {'cityId': 5400075, 'city': 'Sunnyvale', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}","{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1814991, 'city': '', 'province': '', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,鱼跃,"{'address': 'shanghai', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}","{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
